50 0.027118
100 0.032242
200 0.037029
400 0.048537
800 0.08059
1600 0.136673
3200 0.267294
6400 0.537926
12800 0.774127
25600 1.38343
51200 4.05214
102400 5.70916
204800 11.6042
409600 22.1784
