50 0.034241
100 0.062788
200 0.152219
400 0.479462
800 1.8905
1600 5.42928
3200 21.3715
6400 72.1803
12800 290.645
25600 1173.19
51200 4535.48
102400 17917.2
204800 73403
409600 296615
